
27,Amadou Sow,ADA,32,22.7,13.8,5.0,9.3,.538,0.6,1.3,.419,3.1,3.7,.855,1.9,3.3,5.2,1.1,0.9,0.2,1.4,2.7,
28,Barry Brown Jr.,PLV,10,24.6,13.7,4.7,9.4,.500,2.1,4.2,.500,2.2,3.2,.688,0.0,1.6,1.6,2.0,1.1,0.0,1.9,2.0,
29,Stephane Gombauld,NAN,34,25.4,13.6,4.7,8.7,.546,0.1,0.2,.375,4.1,5.5,.743,1.4,5.1,6.5,1.0,0.9,1.2,1.4,2.1,
30,David Holston,DIJ,33,27.0,13.6,4.6,9.7,.470,2.5,6.0,.422,1.9,2.1,.886,0.2,1.5,1.7,6.2,1.6,0.1,2.1,2.6,
31,Aamir Simms,PAR,30,29.2,13.2,4.7,8.9,.526,1.9,4.3,.453,1.9,2.3,.826,1.6,4.8,6.4,2.7,0.6,0.3,2.3,3.0,
32,Nicolas Lang,CSP,33,31.7,13.1,4.0,9.6,.418,2.3,5.9,.392,2.8,3.2,.867,0.4,2.1,2.5,2.5,0.7,0.0,1.2,1.9,
33,Mike James,ASM,31,24.5,13.0,4.4,11.4,.389,1.3,4.7,.274,2.9,3.9,.738,0.5,2.5,3.0,5.5,0.9,0.1,1.9,1.8,
34,Desi Rodriguez,CSP,28,25.0,12.9,5.2,8.8,.589,0.3,1.1,.250,2.3,2.9,.790,2.0,3.6,5.6,1.6,0.8,0.5,1.4,2.8,
35,D.J. Seeley,GRV,13,25.6,12.8,3.9,9.8,.402,2.3,5.6,.411,2.6,3.2,.829,0.9,1.2,2.1,2.6,0.9,0.1,1.5,2.2,
36,Elie Okobo,ASM,37,24.2,12.7,4.1,8.5,.482,1.3,3.3,.382,3.2,3.8,.857,0.2,2.1,2.4,4.4,1.3,0.1,2.3,2.4,
37,Yannis Morin,ROA,34,24.6,12.6,5.1,9.4,.541,0.0,0.1,.000,2.5,3.8,.651,1.9,3.7,5.6,2.2,1.2,1.1,2.1,2.9,
38,Shevon Thompson,FOS,32,22.8,12.6,5.4,8.5,.632,0.0,0.1,.000,1.8,2.5,.734,3.1,4.3,7.4,0.3,0.6,0.7,2.0,2.6,
39,Kyle Foster,ROA,29,28.8,12.4,3.5,8.0,.442,2.2,5.1,.442,3.1,3.9,.796,0.6,2.1,2.7,1.8,0.8,0.2,1.4,2.1,
40,Jordan Loyd,ASM,25,25.1,12.3,3.9,8.3,.466,1.7,4.0,.430,2.8,3.4,.845,0.6,2.6,3.2,3.6,1.3,0.1,1.4,2.8,
41,Dee Bost,LYV,23,26.2,12.3,4.0,8.7,.453,2.7,6.6,.408,1.7,1.9,.864,0.4,2.2,2.6,3.4,0.7,0.1,1.6,2.2,
42,Gregor Hrovat,DIJ,35,28.6,11.9,3.5,8.4,.422,1.3,3.9,.328,3.5,4.2,.838,1.4,2.9,4.3,3.6,1.3,0.0,1.9,2.4,
43,Justin Robinson,GRV,33,31.2,11.9,4.3,10.8,.394,1.7,5.1,.327,1.7,2.1,.824,0.6,1.8,2.5,6.7,1.4,0.0,2.3,2.1,
44,Markeith Cummings,PAU,33,29.5,11.9,4.3,9.2,.472,1.2,3.6,.317,2.1,2.5,.831,0.9,2.4,3.2,1.6,0.7,0.0,1.3,2.2,
45,Perry Ellis,CHO,36,25.6,11.8,4.1,9.2,.449,1.1,2.9,.381,2.4,3.1,.759,1.1,3.3,4.4,1.1,0.6,0.2,0.6,0.9,
46,Jaime Smith,ADA,23,25.1,11.6,3.3,6.8,.484,2.1,4.6,.457,2.9,3.4,.848,0.2,1.1,1.3,3.0,0.5,0.0,1.8,2.2,
47,Deandre Lansdowne,STR,34,26.4,11.6,4.5,10.0,.446,1.1,3.5,.319,1.5,2.2,.680,0.8,1.9,2.6,1.4,1.1,0.1,1.1,3.1,
48,TaShawn Thomas,PLV,22,28.1,11.5,5.0,9.0,.551,0.2,0.7,.333,1.4,2.0,.721,1.2,3.5,4.7,2.6,0.7,0.6,1.4,2.5,
49,Terry Allen,PORT,34,30.1,11.5,4.2,9.6,.440,1.4,4.5,.312,1.6,2.2,.747,1.2,4.4,5.6,1.8,0.9,0.5,1.5,2.4,
50,Youssoupha Fall,LYV,38,19.7,11.4,4.4,5.7,.779,0.0,0.0,.000,2.6,4.0,.634,2.5,4.3,6.8,0.3,0.4,0.7,1.4,2.6,
51,Garlon Green,FOS,33,28.6,11.3,3.8,8.2,.465,1.4,3.5,.402,2.3,2.8,.824,0.6,2.2,2.8,1.7,0.6,0.4,1.5,2.9,
52,Tres Tinkle,LEM,25,23.9,11.3,4.0,8.2,.493,1.6,3.9,.408,1.6,2.2,.732,1.3,3.7,5.0,1.5,1.4,0.2,0.8,3.0,
53,Milan Barbitch,FOS,26,22.2,11.3,3.8,9.0,.429,1.1,3.4,.330,2.5,3.2,.780,0.7,2.0,2.7,2.4,0.9,0.0,2.0,2.2,
54,Giovan Oniangue,PAU,34,31.4,11.1,3.6,9.1,.395,1.9,5.7,.326,2.1,2.5,.833,1.0,3.2,4.2,2.1,1.1,0.1,2.2,2.1,
55,Juhann Begarin,PAR,28,26.3,11.1,3.9,9.7,.399,1.0,3.7,.279,2.3,3.9,.602,1.0,3.0,3.9,3.4,1.3,0.6,2.5,2.0,
56,Matt Mobley,DIJ,20,22.5,11.0,3.5,8.0,.431,2.2,5.4,.407,1.9,2.2,.841,0.1,1.5,1.6,2.0,1.0,0.1,2.3,2.1,
57,Garrett Sim,PAU,31,27.6,10.9,3.8,9.7,.395,2.4,6.1,.388,0.9,1.0,.871,0.3,2.4,2.7,3.1,0.8,0.1,1.8,2.2,
58,Alpha Diallo,ASM,37,22.4,10.9,4.0,7.3,.544,0.6,1.7,.355,2.3,2.8,.827,1.2,3.2,4.4,2.1,0.7,0.2,1.2,2.4,
59,Stefan Moody,ROA,34,28.4,10.8,3.4,7.5,.451,1.8,4.6,.391,2.3,2.7,.837,0.4,2.1,2.5,7.2,1.8,0.4,2.8,2.9,
60,Rodions Kurucs,STR,23,26.4,10.8,4.2,8.7,.480,1.1,3.4,.321,1.3,2.1,.646,1.3,3.5,4.8,2.2,1.2,0.3,2.0,3.5,
61,Michael Stockton,PAU,34,29.9,10.8,4.1,8.2,.496,0.8,2.3,.346,1.9,2.4,.788,0.5,3.3,3.8,6.6,1.5,0.0,2.8,2.7,
62,Gavin Ware,DIJ,32,17.8,10.8,4.9,7.8,.629,0.0,0.1,.500,1.0,1.2,.816,1.6,3.1,4.7,0.9,0.7,0.3,1.1,3.3,
63,Justin Patton,CHO,28,22.2,10.8,4.7,7.4,.635,0.3,0.4,.583,1.1,2.1,.508,1.9,3.4,5.3,0.7,1.0,0.9,1.3,2.7,
64,William Narace,LEM,31,24.4,10.7,3.8,8.5,.445,0.7,2.3,.296,2.4,3.2,.737,2.0,2.8,4.8,1.5,0.5,0.4,1.9,2.8,
65,Donatas Motiejunas,ASM,36,17.9,10.7,4.4,7.2,.606,0.6,1.1,.512,1.4,2.3,.602,1.5,3.1,4.6,1.0,0.5,0.2,0.9,2.1,
66,Chris Goulding,PAR,11,20.0,10.6,3.1,7.6,.405,2.7,6.7,.405,1.7,1.8,.950,0.3,0.9,1.2,1.2,0.5,0.0,0.4,2.1,
67,Frank Mason,NAN,16,23.4,10.6,3.6,8.3,.436,0.8,3.1,.265,2.6,4.0,.641,0.4,1.8,2.1,3.4,0.8,0.1,1.4,2.6,
68,Benjamin Sene,N92,34,24.1,10.6,4.1,9.5,.432,1.1,3.4,.313,1.3,1.6,.830,0.6,2.1,2.6,3.7,0.7,0.1,1.9,2.3,
69,Kyle Vinales,NAN,17,24.7,10.5,3.7,8.9,.414,1.7,4.8,.358,1.4,1.6,.852,0.2,1.3,1.5,4.8,0.9,0.0,2.4,2.5,
70,Tyren Johnson,ADA,34,26.9,10.5,4.0,9.5,.425,1.6,4.4,.353,0.9,1.1,.763,0.4,3.4,3.9,2.1,1.1,0.4,1.5,2.5,
71,Josh Carlton,LEM,36,22.2,10.3,4.2,6.9,.610,0.0,0.0,.000,1.8,2.8,.647,2.9,3.3,6.2,1.2,0.3,1.1,1.6,2.7,
72,Cameron McGriff,LEM,15,23.6,10.3,3.4,7.9,.429,1.3,3.5,.365,2.2,2.7,.805,1.1,3.5,4.6,0.7,0.3,0.0,1.5,2.9,
73,Boris Dallo,CHO,35,29.2,10.2,3.5,8.7,.395,1.3,3.9,.346,1.9,2.8,.677,1.0,5.0,6.0,4.7,0.8,0.1,3.0,2.1,
74,Jaron Blossomgame,ASM,36,21.6,10.1,3.4,6.7,.510,1.4,3.3,.419,1.9,2.5,.769,0.7,2.3,3.0,0.6,0.4,0.2,0.5,2.0,
75,Mbaye N'Diaye,ADA,34,29.7,10.1,4.1,7.4,.549,0.3,1.4,.224,1.6,2.6,.618,2.4,4.1,6.5,1.9,1.6,1.5,1.8,2.3,
76,Jeremy Evans,PAR,25,26.0,10.0,4.0,6.7,.605,0.5,1.8,.273,1.4,1.8,.800,2.6,3.8,6.4,0.6,0.5,0.9,1.2,2.3,
77,Kaza Keane,LEM,27,22.9,10.0,3.7,8.4,.438,1.1,3.4,.333,1.5,2.0,.745,0.4,1.7,2.0,5.1,1.2,0.0,2.1,2.4,
78,Isiaha Mike,JLB,29,23.0,9.9,3.4,7.2,.471,1.1,3.2,.337,2.0,2.6,.797,0.9,3.2,4.1,1.3,0.9,0.3,1.0,3.0,
79,T.J. Campbell,CHO,32,25.7,9.9,3.1,6.7,.467,1.8,4.3,.406,1.9,2.1,.897,0.5,1.2,1.6,3.3,1.1,0.1,1.4,2.0,
80,Ismael Kamagate,PAR,34,22.1,9.9,3.9,5.3,.743,0.0,0.0,.000,2.0,3.1,.651,2.7,4.9,7.5,0.8,0.6,1.4,1.1,1.9,
81,Chima Moneke,ASM,11,18.1,9.7,3.3,4.5,.720,0.4,0.7,.500,2.8,3.4,.838,1.4,2.6,4.0,1.1,1.1,0.4,0.9,2.7,
82,Paul Lacombe,STR,29,24.9,9.7,3.4,8.5,.398,0.8,2.8,.300,2.1,2.6,.816,1.3,3.0,4.3,3.8,1.3,0.3,2.1,2.9,
83,Frank Gaines,FOS,13,22.9,9.7,3.2,9.8,.320,1.5,6.8,.227,1.8,2.2,.828,0.2,1.6,1.8,1.3,0.3,0.2,0.8,2.4,
84,Axel Toupane,PAR,25,24.5,9.6,3.1,8.2,.377,1.4,4.4,.324,2.0,2.8,.704,0.4,3.6,4.1,2.0,1.0,0.4,1.4,2.9,
85,Ryan Mikesell,PORT,31,24.3,9.6,3.5,7.5,.461,1.7,3.9,.426,1.0,1.4,.705,1.0,4.0,5.0,1.2,0.6,0.5,1.0,2.7,
86,Maxime Roos,ROA,28,22.0,9.5,3.4,5.9,.572,1.1,2.2,.484,1.7,1.8,.922,0.9,2.2,3.1,1.1,0.9,1.1,1.2,2.4,
87,Chase Simon,DIJ,15,22.2,9.5,3.2,7.5,.429,1.5,3.7,.418,1.6,1.9,.857,0.5,1.1,1.6,1.2,0.9,0.0,0.9,2.0,
88,Jonah Mathews,LYV,40,21.8,9.5,3.7,8.3,.442,1.4,3.8,.371,0.8,0.9,.886,0.1,1.3,1.4,2.1,1.0,0.1,1.6,2.3,
89,Roberto Gallinat,NAN,15,23.6,9.5,2.9,7.9,.370,1.3,4.6,.275,2.3,2.7,.854,0.6,1.9,2.5,1.9,0.7,0.2,1.9,2.5,
90,Stephen Brown,FOS,29,26.9,9.4,3.1,8.0,.386,1.3,3.5,.366,1.9,2.3,.824,0.4,1.5,1.9,4.0,0.9,0.1,1.8,2.8,
91,Tahjere McCall,FOS,11,25.4,9.4,3.0,6.0,.500,0.4,1.3,.286,3.0,4.5,.673,0.6,2.4,3.0,3.6,1.5,0.1,1.8,2.6,
92,Retin Obasohan,LYV,40,20.9,9.3,2.7,5.8,.461,0.7,1.8,.370,3.4,4.3,.788,0.6,2.0,2.6,2.1,1.2,0.2,1.9,3.2,
93,Ron Curry,PORT,25,25.6,9.3,3.2,9.1,.352,1.3,4.1,.314,1.6,1.8,.870,0.8,2.5,3.2,2.9,0.6,0.4,1.6,1.8,
94,Parker Jackson-Cartwright,LYV,14,19.6,9.2,3.1,6.6,.478,0.9,2.6,.351,2.0,2.5,.800,0.8,1.2,2.0,4.6,1.4,0.0,2.3,3.1,
95,Hugo Besson,PLV,25,19.0,9.2,2.9,6.3,.462,0.9,2.9,.301,2.5,2.9,.861,0.2,2.1,2.2,2.1,0.5,0.0,1.2,1.9,
96,Rion Brown,N92,27,28.8,9.0,3.0,7.9,.380,1.5,4.9,.311,1.4,1.7,.830,0.6,5.0,5.6,1.6,1.1,0.1,1.7,2.4,
97,Donte Grantham,NAN,25,26.2,8.9,3.5,6.7,.521,0.9,2.3,.379,1.1,1.9,.574,1.0,3.8,4.8,1.8,0.5,0.4,1.2,2.0,
98,Silvio De Sousa,ROA,33,16.5,8.9,3.6,5.8,.615,0.0,0.1,.000,1.7,2.7,.633,2.4,2.5,4.9,0.7,0.5,0.4,1.1,2.6,
99,Leopold Cavaliere,STR,32,22.6,8.9,3.7,5.8,.641,0.2,0.5,.400,1.3,2.1,.636,2.8,3.0,5.8,1.3,1.1,0.1,1.2,2.9,
100,Brynton Lemar,LEM,10,16.5,8.8,2.8,6.5,.431,0.7,2.1,.333,2.5,2.9,.862,0.5,0.9,1.4,1.5,0.8,0.0,1.5,2.2,
101,Gabe DeVoe,FOS,14,25.6,8.8,2.8,7.6,.364,1.0,3.7,.269,2.2,3.2,.689,0.4,2.5,2.9,2.9,0.8,0.1,2.5,1.6,
102,Vince Edwards,GRV,32,22.8,8.8,3.2,6.8,.472,1.5,3.5,.429,0.9,1.2,.763,0.7,2.6,3.3,1.6,0.5,0.1,0.5,2.1,
103,Luke Fischer,NAN,16,21.0,8.8,3.7,6.8,.541,0.9,2.0,.438,0.5,0.8,.615,0.8,2.6,3.4,0.9,0.9,0.7,1.1,2.6,
104,Jayvon Graves,CSP,31,23.1,8.7,3.3,7.4,.441,0.8,2.8,.299,1.4,2.1,.672,0.6,1.3,1.9,2.2,1.1,0.5,1.2,2.3,
105,Terry Tarpey,LEM,28,24.9,8.7,3.0,5.9,.500,1.1,2.5,.449,1.7,2.0,.839,1.1,3.7,4.8,3.2,1.4,0.5,1.5,1.8,
106,Pierre Pelos,JLB,38,18.9,8.6,3.3,6.9,.487,0.9,2.9,.330,1.0,1.2,.844,1.2,3.2,4.4,0.8,0.3,0.4,0.7,1.9,
107,Keandre Cook,ADA,16,21.0,8.6,2.8,6.4,.427,0.9,2.4,.395,2.2,2.6,.833,1.1,1.9,2.9,1.1,0.9,0.1,1.4,2.1,
108,Dylan Affo Mama,FOS,28,25.8,8.6,3.2,6.9,.464,0.7,2.5,.271,1.5,2.8,.551,1.1,2.3,3.4,1.1,1.2,0.1,1.6,1.3,
109,Thomas Cornely,ADA,34,24.6,8.6,2.9,6.3,.469,0.7,2.2,.329,1.9,2.5,.786,0.5,2.7,3.2,5.7,1.9,0.0,2.4,2.1,
110,Amine Noua,LYV,35,18.5,8.5,3.1,6.6,.476,1.1,3.1,.358,1.1,1.7,.655,0.7,2.6,3.2,1.0,0.3,0.4,0.9,1.2,
111,Bogdan Bliznyuk,CHO,12,22.5,8.4,3.5,6.6,.532,0.3,0.9,.273,1.2,1.4,.824,0.7,2.1,2.8,1.6,0.8,0.2,1.9,2.2,
112,Abdoulaye N'Doye,LEM,34,27.3,8.4,3.4,6.6,.513,0.4,1.4,.277,1.1,1.8,.629,0.8,2.3,3.1,3.6,0.8,0.1,2.0,2.8,
113,JaKeenan Gant,ROA,34,21.3,8.3,3.1,6.5,.484,0.9,2.7,.312,1.1,1.6,.679,1.4,2.4,3.8,1.1,0.9,0.6,0.8,1.9,
114,Benoit Mangin,PORT,29,27.4,8.1,2.8,5.6,.503,1.3,3.0,.442,1.2,1.4,.854,0.1,1.8,1.9,4.7,0.7,0.0,2.4,2.1,
115,Allan Julien Dokossi,FOS,33,26.7,8.1,3.5,6.8,.511,0.3,1.3,.233,0.8,1.8,.458,2.7,6.4,9.1,3.0,1.6,0.5,2.8,3.0,
116,Bodian Massa,STR,36,24.1,8.0,3.3,5.9,.557,0.0,0.0,.000,1.4,1.9,.750,2.8,4.5,7.3,1.5,0.8,0.6,1.3,3.1,
117,Hugo Benitez,JLB,39,20.8,7.8,3.0,5.6,.532,0.6,1.4,.393,1.3,1.5,.897,0.5,1.9,2.4,3.7,0.6,0.0,1.3,2.2,
118,Devante' Jones,PLV,40,24.8,7.7,2.8,5.4,.521,0.8,1.9,.427,1.3,1.7,.758,0.4,2.2,2.6,4.5,1.1,0.2,1.7,2.1,
119,Dominik Olejniczak,GRV,34,15.3,7.6,3.3,5.3,.622,0.0,0.0,.000,1.0,1.0,.943,1.6,2.3,3.9,0.6,0.4,0.6,1.0,2.3,
120,Gauthier Denis,PAR,33,17.7,7.5,2.4,5.5,.433,2.0,4.8,.420,0.8,1.1,.743,0.6,1.5,2.1,1.2,0.3,0.1,0.8,1.8,
121,Amida Brimah,JLB,31,18.2,7.5,2.8,4.2,.672,0.0,0.1,.500,1.7,2.5,.692,1.5,2.7,4.2,0.2,0.4,1.4,1.5,2.5,
122,C.J. Williams,PAU,14,23.6,7.4,2.9,8.1,.360,0.9,4.4,.210,0.6,1.1,.600,0.4,1.8,2.1,1.8,0.8,0.4,1.3,2.5,
123,Matthew Strazel,ASM,42,21.3,7.4,2.3,5.7,.402,1.0,3.1,.326,1.8,2.3,.771,0.2,1.5,1.8,3.2,0.5,0.0,1.5,2.0,
124,Bastien Pinault,N92,30,16.7,7.3,2.5,6.1,.408,1.3,3.7,.348,1.0,1.3,.816,0.5,1.0,1.5,1.6,0.5,0.0,1.2,2.2,
125,Dorde Gagic,ADA,15,14.1,7.3,3.1,5.9,.523,0.0,0.1,.000,1.2,2.5,.486,0.9,2.1,3.0,1.7,0.5,0.3,1.7,2.9,
126,Tyus Battle,ADA,10,24.9,7.3,2.7,5.6,.482,0.4,1.1,.364,1.5,1.8,.833,0.1,2.5,2.6,1.7,0.3,0.3,0.7,2.3,
127,Yoan Makoundou,ASM,36,16.7,7.3,2.9,5.9,.488,0.5,1.8,.281,1.0,1.6,.614,1.4,2.1,3.5,0.4,0.4,0.6,1.1,1.8,
128,Mehdy Ngouama,GRV,12,15.9,7.2,2.1,5.7,.368,0.6,2.3,.250,2.4,2.8,.879,0.3,1.5,1.8,2.6,0.6,0.1,1.8,2.5,
129,Yakuba Ouattara,ASM,38,17.7,7.0,2.6,5.4,.478,1.2,3.1,.388,0.6,0.7,.857,0.8,1.2,2.0,0.7,0.4,0.1,0.5,1.4,
130,Neal Sako,CHO,30,18.3,7.0,2.9,4.9,.589,0.0,0.0,.000,1.2,2.2,.552,2.4,3.6,6.0,0.6,0.4,0.6,0.9,2.4,
131,Donta Hall,ASM,29,18.3,7.0,2.8,3.6,.779,0.0,0.0,.000,1.4,2.0,.678,2.0,2.7,4.7,0.8,0.6,0.8,0.5,1.8,
132,Tre Scott,FOS,21,20.2,7.0,2.5,6.6,.381,0.5,3.1,.169,1.4,1.8,.784,1.5,2.2,3.8,0.6,0.9,0.2,1.2,1.5,
133,Gerald Ayayi,PAU,34,20.6,6.9,2.3,5.8,.401,0.5,2.1,.257,1.8,2.3,.759,0.7,2.5,3.2,2.0,0.9,0.1,1.6,1.9,
134,Jonathan Rousselle,DIJ,33,21.6,6.9,2.5,5.4,.463,0.8,2.6,.322,1.1,1.5,.750,0.3,1.5,1.8,3.1,0.7,0.0,1.1,2.9,
135,Zoran Nikolic,PORT,33,19.5,6.6,2.5,5.2,.483,0.0,0.2,.000,1.6,2.7,.602,2.5,3.4,5.9,1.7,0.7,0.6,1.5,2.7,
136,Kenneth Kadji,CSP,12,15.8,6.6,2.3,5.7,.412,0.5,1.8,.273,1.4,1.9,.739,1.1,2.1,3.2,0.9,0.4,0.3,0.8,1.7,
137,David Lighty,LYV,38,22.3,6.6,2.5,5.7,.435,0.6,2.2,.293,1.0,1.3,.755,0.5,2.1,2.6,2.2,0.6,0.1,0.9,1.7,
138,Gaylor Curier,CHO,21,14.6,6.5,2.2,5.3,.411,1.2,3.7,.333,0.9,1.0,.864,0.5,1.3,1.9,0.7,0.2,0.0,0.9,1.4,
139,Charles Lombahe-Kahudi,LYV,32,19.4,6.5,2.1,5.1,.411,0.8,2.6,.301,1.5,1.7,.906,0.8,2.8,3.5,0.8,0.7,0.1,0.9,1.9,
140,Timothe Vergiat,ADA,34,16.3,6.4,2.1,5.2,.412,1.4,3.5,.400,0.6,0.9,.759,0.1,0.9,1.0,1.6,0.2,0.0,0.7,1.4,
141,Adrien Moerman,ASM,12,16.9,6.3,2.2,5.7,.382,1.5,3.7,.409,0.5,0.8,.600,0.8,3.3,4.1,0.8,0.1,0.3,1.1,1.4,
142,Lahaou Konate,PLV,43,27.0,6.2,2.0,5.3,.374,1.1,3.2,.350,1.2,1.3,.862,0.8,2.7,3.6,1.6,0.8,0.1,0.7,1.5,
143,Tomas Kyzlink,CSP,18,20.3,6.2,2.4,6.2,.387,0.9,2.5,.356,0.5,0.7,.692,0.5,1.5,2.0,0.8,0.2,0.1,0.7,2.1,
144,Charles Abouo,PORT,33,20.5,6.2,2.2,5.5,.411,0.8,2.6,.314,0.8,1.0,.824,1.2,2.9,4.0,1.5,0.7,0.2,1.2,2.5,
145,Jacques Alingue,DIJ,34,20.2,6.1,2.8,3.9,.722,0.0,0.0,.000,0.5,1.2,.415,1.4,3.2,4.7,1.1,0.9,0.7,1.1,3.1,
146,Armel Traore,PLV,27,13.1,6.1,2.5,4.6,.548,0.5,1.1,.419,0.6,1.1,.533,1.3,1.9,3.3,0.4,0.3,0.2,1.1,2.0,
147,Amar Gegic,PAR,34,16.4,6.1,2.3,4.7,.494,0.6,1.8,.339,0.8,1.3,.651,0.4,1.7,2.1,1.9,0.7,0.1,1.3,1.8,
148,Bilal Coulibaly,PLV,36,20.2,6.1,2.3,4.3,.526,0.5,1.4,.360,1.1,1.8,.609,0.9,2.2,3.1,1.0,0.9,0.2,1.1,1.8,
149,Antony Labanca,NAN,31,19.8,6.0,2.0,5.0,.409,1.5,4.0,.387,0.4,0.4,1.000,0.2,0.8,1.0,1.4,0.4,0.0,1.0,2.1,
150,Enzo Goudou-Sinha,CHO,34,17.1,5.9,1.7,4.3,.401,1.1,3.1,.346,1.4,1.7,.793,0.4,0.8,1.1,1.6,0.3,0.0,1.1,1.9,
151,Frantz Massenat,JLB,39,20.1,5.9,2.0,5.6,.353,1.1,3.6,.295,0.9,1.2,.708,0.2,1.2,1.3,1.9,0.6,0.0,0.8,2.2,
152,Robin Ducote,DIJ,35,17.8,5.9,2.1,5.3,.402,1.1,3.0,.377,0.5,0.6,.850,0.2,0.8,1.1,0.7,0.4,0.0,0.4,2.1,
153,Landing Sane,PAU,34,15.0,5.9,2.0,5.3,.383,1.0,3.2,.321,0.8,1.1,.684,0.6,1.8,2.4,0.4,0.4,0.2,0.5,1.6,
